sort_id,title,text,page,coordinates,pruned_edges_row
103,Mechanical Requirements -> Through-Thickness,Supplementary requirement 1 (SR 1) in Annex C provides for ultrasonic examination of the plates by the manufacturer and specifies limits for acceptance.,11,"[74.66666666666667, 641.0, 513.6666666666666, 706.0]","[{'subj': 'these steels', 'obj': 'tubular joints', 'edge': 'used_for', 'title': 'Mechanical Requirements -> Through-Thickness', 'pages': {11}, 'coordinates_list': ['[74.66666666666667, 641.0, 513.6666666666666, 706.0]']}, {'subj': 'these steels', 'obj': 'stiffened plate construction', 'edge': 'used_for', 'title': 'Mechanical Requirements -> Through-Thickness', 'pages': {11}, 'coordinates_list': ['[74.66666666666667, 641.0, 513.6666666666666, 706.0]']}, {'subj': 'these steels', 'obj': 'other intersections where portions of the plates will be subject to tension in the thickness direction (Z direction)', 'edge': 'used_for', 'title': 'Mechanical Requirements -> Through-Thickness', 'pages': {11}, 'coordinates_list': ['[74.66666666666667, 641.0, 513.6666666666666, 706.0]']}, {'subj': 'Z direction', 'obj': 'thickness direction', 'edge': 'stands_for', 'title': 'Mechanical Requirements -> Through-Thickness', 'pages': {11}, 'coordinates_list': ['[74.66666666666667, 641.0, 513.6666666666666, 706.0]']}, {'subj': 'Supplementary requirement 4 (SR 4) in Annex C', 'obj': 'through-thickness (Z direction) testing of plates', 'edge': 'provides', 'title': 'Mechanical Requirements -> Through-Thickness', 'pages': {11}, 'coordinates_list': ['[74.66666666666667, 641.0, 513.6666666666666, 706.0]']}, {'subj': 'through-thickness (Z direction) testing of plates', 'obj': 'the manufacturer', 'edge': 'performed_by', 'title': 'Mechanical Requirements -> Through-Thickness', 'pages': {11}, 'coordinates_list': ['[74.66666666666667, 641.0, 513.6666666666666, 706.0]']}, {'subj': 'through-thickness (Z direction) testing', 'obj': 'plates', 'edge': 'applied_to', 'title': 'Mechanical Requirements -> Through-Thickness', 'pages': {11}, 'coordinates_list': ['[74.66666666666667, 641.0, 513.6666666666666, 706.0]']}, {'subj': 'through thickness', 'obj': 'Z direction', 'edge': 'stands_for', 'title': 'Mechanical Requirements -> Through-Thickness', 'pages': {11}, 'coordinates_list': ['[74.66666666666667, 641.0, 513.6666666666666, 706.0]']}, {'subj': 'Supplementary requirement 4 (SR 4)', 'obj': 'limits for acceptance', 'edge': 'has_condition', 'title': 'Mechanical Requirements -> Through-Thickness', 'pages': {11}, 'coordinates_list': ['[74.66666666666667, 641.0, 513.6666666666666, 706.0]']}, {'subj': 'Supplementary requirement 4 (SR 4)', 'obj': 'Annex C', 'edge': 'located_at', 'title': 'Mechanical Requirements -> Through-Thickness', 'pages': {11}, 'coordinates_list': ['[74.66666666666667, 641.0, 513.6666666666666, 706.0]']}, {'subj': 'SR 1', 'obj': 'Supplementary requirement 1', 'edge': 'stands_for', 'title': 'Mechanical Requirements -> Through-Thickness', 'pages': {11}, 'coordinates_list': ['[74.66666666666667, 641.0, 513.6666666666666, 706.0]']}, {'subj': 'Supplementary requirement 1', 'obj': 'Annex C', 'edge': 'located_at', 'title': 'Mechanical Requirements -> Through-Thickness', 'pages': {11}, 'coordinates_list': ['[74.66666666666667, 641.0, 513.6666666666666, 706.0]']}, {'subj': 'Supplementary requirement 1', 'obj': 'ultrasonic examination of the plates', 'edge': 'covers', 'title': 'Mechanical Requirements -> Through-Thickness', 'pages': {11}, 'coordinates_list': ['[74.66666666666667, 641.0, 513.6666666666666, 706.0]']}, {'subj': 'Supplementary requirement 1', 'obj': 'limits for acceptance', 'edge': 'has_condition', 'title': 'Mechanical Requirements -> Through-Thickness', 'pages': {11}, 'coordinates_list': ['[74.66666666666667, 641.0, 513.6666666666666, 706.0]']}, {'subj': 'ultrasonic examination of the plates', 'obj': 'manufacturer', 'edge': 'performed_by', 'title': 'Mechanical Requirements -> Through-Thickness', 'pages': {11}, 'coordinates_list': ['[74.66666666666667, 641.0, 513.6666666666666, 706.0]']}]"
104,Mechanical Requirements -> Through-Thickness,SR 5 is neither a substitute for SR 4 nor a guarantee of a minimum level of through-thickness ductility.,11,"[75.0, 586.6666666666666, 513.3333333333334, 629.6666666666666]","[{'subj': 'SR 5', 'obj': 'SR 4', 'edge': 'is_not_a_substitute_for', 'title': 'Mechanical Requirements -> Through-Thickness', 'pages': {11}, 'coordinates_list': ['[75.0, 586.6666666666666, 513.3333333333334, 629.6666666666666]']}, {'subj': 'SR 5', 'obj': 'a minimum level of through-thickness ductility', 'edge': 'used_to_ensure', 'title': 'Mechanical Requirements -> Through-Thickness', 'pages': {11}, 'coordinates_list': ['[75.0, 586.6666666666666, 513.3333333333334, 629.6666666666666]']}, {'subj': 'supplementary requirement 5 (SR 5) in Annex C', 'obj': 'low-sulfur chemistry', 'edge': 'provides', 'title': 'Mechanical Requirements -> Through-Thickness', 'pages': {11}, 'coordinates_list': ['[75.0, 586.6666666666666, 513.3333333333334, 629.6666666666666]']}, {'subj': 'supplementary requirement 5 (SR 5) in Annex C', 'obj': 'applications where through-thickness properties are important and Z-direction testing has not been specified', 'edge': 'applied_to', 'title': 'Mechanical Requirements -> Through-Thickness', 'pages': {11}, 'coordinates_list': ['[75.0, 586.6666666666666, 513.3333333333334, 629.6666666666666]']}, {'subj': 'low-sulfur chemistry', 'obj': 'reduction in size and number of sulfide inclusions in the plate', 'edge': 'has_consequence', 'title': 'Mechanical Requirements -> Through-Thickness', 'pages': {11}, 'coordinates_list': ['[75.0, 586.6666666666666, 513.3333333333334, 629.6666666666666]']}]"
104,Mechanical Requirements -> Through-Thickness,"6.2.2 For applications where through-thickness properties are important, but Z-direction testing has not been specified, supplementary requirement 5 (SR 5) in Annex C provides low-sulfur chemistry intended to reduce the size and number of sulfide inclusions in the plate.",11,"[75.0, 586.6666666666666, 513.3333333333334, 629.6666666666666]","[{'subj': 'SR 5', 'obj': 'SR 4', 'edge': 'is_not_a_substitute_for', 'title': 'Mechanical Requirements -> Through-Thickness', 'pages': {11}, 'coordinates_list': ['[75.0, 586.6666666666666, 513.3333333333334, 629.6666666666666]']}, {'subj': 'SR 5', 'obj': 'a minimum level of through-thickness ductility', 'edge': 'used_to_ensure', 'title': 'Mechanical Requirements -> Through-Thickness', 'pages': {11}, 'coordinates_list': ['[75.0, 586.6666666666666, 513.3333333333334, 629.6666666666666]']}, {'subj': 'supplementary requirement 5 (SR 5) in Annex C', 'obj': 'low-sulfur chemistry', 'edge': 'provides', 'title': 'Mechanical Requirements -> Through-Thickness', 'pages': {11}, 'coordinates_list': ['[75.0, 586.6666666666666, 513.3333333333334, 629.6666666666666]']}, {'subj': 'supplementary requirement 5 (SR 5) in Annex C', 'obj': 'applications where through-thickness properties are important and Z-direction testing has not been specified', 'edge': 'applied_to', 'title': 'Mechanical Requirements -> Through-Thickness', 'pages': {11}, 'coordinates_list': ['[75.0, 586.6666666666666, 513.3333333333334, 629.6666666666666]']}, {'subj': 'low-sulfur chemistry', 'obj': 'reduction in size and number of sulfide inclusions in the plate', 'edge': 'has_consequence', 'title': 'Mechanical Requirements -> Through-Thickness', 'pages': {11}, 'coordinates_list': ['[75.0, 586.6666666666666, 513.3333333333334, 629.6666666666666]']}]"
105,Notch Toughness Requirements,7 Notch Toughness Requirements,11,"[74.33333333333333, 564.6666666666667, 267.3333333333333, 576.3333333333333]",[]
106,Notch Toughness Requirements -> Notch Impact Testing,7.1 Notch Impact Testing,11,"[73.33333333333333, 540.3333333333333, 207.33333333333334, 554.0]",[]
107,Notch Toughness Requirements -> Notch Impact Testing,"One Charpy V-notch impact test, consisting of three transverse specimens, shall be made on each plate.",11,"[75.0, 487.3333333333333, 513.3333333333334, 529.6666666666667]","[{'subj': 'Charpy V-notch impact test', 'obj': 'three transverse specimens', 'edge': 'combined_with', 'title': 'Notch Toughness Requirements -> Notch Impact Testing', 'pages': {11}, 'coordinates_list': ['[75.0, 487.3333333333333, 513.3333333333334, 529.6666666666667]']}, {'subj': 'each plate', 'obj': 'one Charpy V-notch impact test', 'edge': 'satisfies_requirements_of', 'title': 'Notch Toughness Requirements -> Notch Impact Testing', 'pages': {11}, 'coordinates_list': ['[75.0, 487.3333333333333, 513.3333333333334, 529.6666666666667]']}, {'subj': 'specimen', 'obj': 'mid-width location of the plate', 'edge': 'removed_from', 'title': 'Notch Toughness Requirements -> Notch Impact Testing', 'pages': {11}, 'coordinates_list': ['[75.0, 487.3333333333333, 513.3333333333334, 529.6666666666667]']}, {'subj': 'specimen', 'obj': 'mid-thickness location of the plate', 'edge': 'removed_from', 'title': 'Notch Toughness Requirements -> Notch Impact Testing', 'pages': {11}, 'coordinates_list': ['[75.0, 487.3333333333333, 513.3333333333334, 529.6666666666667]']}, {'subj': 'specimen', 'obj': 'ASTM A673', 'edge': 'in_accordance_with', 'title': 'Notch Toughness Requirements -> Notch Impact Testing', 'pages': {11}, 'coordinates_list': ['[75.0, 487.3333333333333, 513.3333333333334, 529.6666666666667]']}, {'subj': 'Specimen size', 'obj': 'Table 4', 'edge': 'shown_in', 'title': 'Notch Toughness Requirements -> Notch Impact Testing', 'pages': {11}, 'coordinates_list': ['[75.0, 487.3333333333333, 513.3333333333334, 529.6666666666667]']}, {'subj': 'test temperature', 'obj': 'Table 4', 'edge': 'shown_in', 'title': 'Notch Toughness Requirements -> Notch Impact Testing', 'pages': {11}, 'coordinates_list': ['[75.0, 487.3333333333333, 513.3333333333334, 529.6666666666667]']}, {'subj': 'minimum energy requirements', 'obj': 'Table 4', 'edge': 'shown_in', 'title': 'Notch Toughness Requirements -> Notch Impact Testing', 'pages': {11}, 'coordinates_list': ['[75.0, 487.3333333333333, 513.3333333333334, 529.6666666666667]']}]"
107,Notch Toughness Requirements -> Notch Impact Testing,"The specimens shall be taken from the mid-width and mid-thickness locations of the plate and tested in accordance with ASTM A673. Specimen size, test temperature, and minimum energy requirements are shown in Table 4.",11,"[75.0, 487.3333333333333, 513.3333333333334, 529.6666666666667]","[{'subj': 'Charpy V-notch impact test', 'obj': 'three transverse specimens', 'edge': 'combined_with', 'title': 'Notch Toughness Requirements -> Notch Impact Testing', 'pages': {11}, 'coordinates_list': ['[75.0, 487.3333333333333, 513.3333333333334, 529.6666666666667]']}, {'subj': 'each plate', 'obj': 'one Charpy V-notch impact test', 'edge': 'satisfies_requirements_of', 'title': 'Notch Toughness Requirements -> Notch Impact Testing', 'pages': {11}, 'coordinates_list': ['[75.0, 487.3333333333333, 513.3333333333334, 529.6666666666667]']}, {'subj': 'specimen', 'obj': 'mid-width location of the plate', 'edge': 'removed_from', 'title': 'Notch Toughness Requirements -> Notch Impact Testing', 'pages': {11}, 'coordinates_list': ['[75.0, 487.3333333333333, 513.3333333333334, 529.6666666666667]']}, {'subj': 'specimen', 'obj': 'mid-thickness location of the plate', 'edge': 'removed_from', 'title': 'Notch Toughness Requirements -> Notch Impact Testing', 'pages': {11}, 'coordinates_list': ['[75.0, 487.3333333333333, 513.3333333333334, 529.6666666666667]']}, {'subj': 'specimen', 'obj': 'ASTM A673', 'edge': 'in_accordance_with', 'title': 'Notch Toughness Requirements -> Notch Impact Testing', 'pages': {11}, 'coordinates_list': ['[75.0, 487.3333333333333, 513.3333333333334, 529.6666666666667]']}, {'subj': 'Specimen size', 'obj': 'Table 4', 'edge': 'shown_in', 'title': 'Notch Toughness Requirements -> Notch Impact Testing', 'pages': {11}, 'coordinates_list': ['[75.0, 487.3333333333333, 513.3333333333334, 529.6666666666667]']}, {'subj': 'test temperature', 'obj': 'Table 4', 'edge': 'shown_in', 'title': 'Notch Toughness Requirements -> Notch Impact Testing', 'pages': {11}, 'coordinates_list': ['[75.0, 487.3333333333333, 513.3333333333334, 529.6666666666667]']}, {'subj': 'minimum energy requirements', 'obj': 'Table 4', 'edge': 'shown_in', 'title': 'Notch Toughness Requirements -> Notch Impact Testing', 'pages': {11}, 'coordinates_list': ['[75.0, 487.3333333333333, 513.3333333333334, 529.6666666666667]']}]"
108,Notch Toughness Requirements -> Notch Impact Testing,"Due to the low carbon and sulfur contents, the energy of the full-size specimens can exceed the limit of ASTM E23. To prevent this,the producer has the option of testing subsize specimens to any of the combinations of specimen size,energy requirement, and test temperature of Table 4,as indicated in options A through E.",11,"[75.33333333333333, 432.6666666666667, 514.3333333333334, 476.0]","[{'subj': 'case1', 'obj': 'low carbon and sulfur contents', 'edge': 'has_condition', 'title': 'Notch Toughness Requirements -> Notch Impact Testing', 'pages': {11}, 'coordinates_list': ['[75.33333333333333, 432.6666666666667, 514.3333333333334, 476.0]']}, {'subj': 'case1', 'obj': 'energy of full-size specimens exceed the limit of ASTM E23', 'edge': 'has_consequence', 'title': 'Notch Toughness Requirements -> Notch Impact Testing', 'pages': {11}, 'coordinates_list': ['[75.33333333333333, 432.6666666666667, 514.3333333333334, 476.0]']}, {'subj': 'energy of full-size specimens', 'obj': 'ASTM E23 limit', 'edge': 'has_maximum_content', 'title': 'Notch Toughness Requirements -> Notch Impact Testing', 'pages': {11}, 'coordinates_list': ['[75.33333333333333, 432.6666666666667, 514.3333333333334, 476.0]']}, {'subj': 'producer', 'obj': 'testing subsize specimens to combinations of specimen size, energy requirement, and test temperature of Table 4', 'edge': 'has_option', 'title': 'Notch Toughness Requirements -> Notch Impact Testing', 'pages': {11}, 'coordinates_list': ['[75.33333333333333, 432.6666666666667, 514.3333333333334, 476.0]']}, {'subj': 'combinations of specimen size, energy requirement, and test temperature', 'obj': 'Table 4', 'edge': 'specified_in', 'title': 'Notch Toughness Requirements -> Notch Impact Testing', 'pages': {11}, 'coordinates_list': ['[75.33333333333333, 432.6666666666667, 514.3333333333334, 476.0]']}, {'subj': 'combinations of specimen size, energy requirement, and test temperature', 'obj': 'options A through E', 'edge': 'shown_in', 'title': 'Notch Toughness Requirements -> Notch Impact Testing', 'pages': {11}, 'coordinates_list': ['[75.33333333333333, 432.6666666666667, 514.3333333333334, 476.0]']}, {'subj': 'subsize specimens', 'obj': 'combinations of specimen size, energy requirement, and test temperature of Table 4', 'edge': 'applied_to', 'title': 'Notch Toughness Requirements -> Notch Impact Testing', 'pages': {11}, 'coordinates_list': ['[75.33333333333333, 432.6666666666667, 514.3333333333334, 476.0]']}]"
111,Notch Toughness Requirements -> Notch Impact Retesting,7.2 Notch Impact Retesting,11,"[75.66666666666667, 188.33333333333337, 217.33333333333334, 200.33333333333337]",[]
112,Notch Toughness Requirements -> Notch Impact Retesting,"If the average energy value for a set of three specimens is below the average value specified, or if the energy value of one specimen is less than the minimum energy value specified for a single specimen, retests may be made as follows:",11,"[76.0, 145.33333333333337, 514.0, 177.33333333333337]","[{'subj': 'case1', 'obj': 'average energy value for a set of three specimens', 'edge': 'below the average value specified has_condition_OR', 'title': 'Notch Toughness Requirements -> Notch Impact Retesting', 'pages': {11}, 'coordinates_list': ['[76.0, 145.33333333333337, 514.0, 177.33333333333337]']}, {'subj': 'case1', 'obj': 'energy value of one specimen', 'edge': 'less than the minimum energy value specified for a single specimen has_condition_OR', 'title': 'Notch Toughness Requirements -> Notch Impact Retesting', 'pages': {11}, 'coordinates_list': ['[76.0, 145.33333333333337, 514.0, 177.33333333333337]']}, {'subj': 'case1', 'obj': 'retests', 'edge': 'may be made has_consequence', 'title': 'Notch Toughness Requirements -> Notch Impact Retesting', 'pages': {11}, 'coordinates_list': ['[76.0, 145.33333333333337, 514.0, 177.33333333333337]']}]"
113,Notch Toughness Requirements -> Notch Impact Retesting,Retest three additional specimens.,12,"[77.33333333333333, 705.6666666666666, 515.3333333333334, 728.0]","[{'subj': 'retest', 'obj': '3 additional specimens', 'edge': 'applied_to', 'title': 'Notch Toughness Requirements -> Notch Impact Retesting', 'pages': {12}, 'coordinates_list': ['[77.33333333333333, 705.6666666666666, 515.3333333333334, 728.0]']}, {'subj': 'energy value of each specimen', 'obj': 'minimum average energy value specified', 'edge': 'has_minimum_service_temperature', 'title': 'Notch Toughness Requirements -> Notch Impact Retesting', 'pages': {12}, 'coordinates_list': ['[77.33333333333333, 705.6666666666666, 515.3333333333334, 728.0]']}]"
113,Notch Toughness Requirements -> Notch Impact Retesting,The energy value of each specimen shall equal or exceed the minimum average energy value specified.,12,"[77.33333333333333, 705.6666666666666, 515.3333333333334, 728.0]","[{'subj': 'retest', 'obj': '3 additional specimens', 'edge': 'applied_to', 'title': 'Notch Toughness Requirements -> Notch Impact Retesting', 'pages': {12}, 'coordinates_list': ['[77.33333333333333, 705.6666666666666, 515.3333333333334, 728.0]']}, {'subj': 'energy value of each specimen', 'obj': 'minimum average energy value specified', 'edge': 'has_minimum_service_temperature', 'title': 'Notch Toughness Requirements -> Notch Impact Retesting', 'pages': {12}, 'coordinates_list': ['[77.33333333333333, 705.6666666666666, 515.3333333333334, 728.0]']}]"
114,Notch Toughness Requirements -> Notch Impact Retesting,"If the required energy values are not obtained upon retest, the plate shall not be accepted under this specification.",12,"[77.0, 673.0, 515.0, 695.3333333333334]","[{'subj': 'case1', 'obj': 'required energy values not obtained upon retest', 'edge': 'has_condition', 'title': 'Notch Toughness Requirements -> Notch Impact Retesting', 'pages': {12}, 'coordinates_list': ['[77.0, 673.0, 515.0, 695.3333333333334]']}, {'subj': 'case1', 'obj': 'plate not accepted under this specification', 'edge': 'has_consequence', 'title': 'Notch Toughness Requirements -> Notch Impact Retesting', 'pages': {12}, 'coordinates_list': ['[77.0, 673.0, 515.0, 695.3333333333334]']}]"
115,Notch Toughness Requirements -> Notch Toughness Supplements,7.3 Notch Toughness Supplements,12,"[76.33333333333333, 650.3333333333334, 258.6666666666667, 662.6666666666666]",[]
116,Notch Toughness Requirements -> Notch Toughness Supplements,"Supplementary requirement 6 (SR6) in Annex C deals with the strain-aging problem,and consideration should be given to invoking SR 1 and/or SR 6 when the strain exceeds 5 % or when (nitrogen x % strain) exceeds 0.040.",12,"[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]","[{'subj': 'SR6', 'obj': 'Supplementary requirement 6', 'edge': 'stands_for', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'Supplementary requirement 6 (SR6) in Annex C', 'obj': 'strain-aging problem', 'edge': 'covers', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'Supplementary requirement 6 (SR6)', 'obj': 'Annex C', 'edge': 'located_at', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'SR1', 'obj': 'Supplementary requirement 1', 'edge': 'stands_for', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'case1', 'obj': 'strain ≥ 5 %', 'edge': 'has_condition', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'case1', 'obj': 'invoking SR 1 and/or SR 6', 'edge': 'has_consequence', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'case2', 'obj': '(nitrogen x % strain) ≥ 0.040', 'edge': 'has_condition', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'case2', 'obj': 'invoking SR 1 and/or SR 6', 'edge': 'has_consequence', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'cold-formed materials', 'obj': 'original flat plates', 'edge': 'has_less_toughness_than', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'less toughness of cold-formed materials', 'obj': 'straining', 'edge': 'made_by', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'areas aged by the attachment welding of stubs and braces', 'obj': 'cold-formed materials', 'edge': 'has_less_toughness_than', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'notch toughness requirements', 'obj': 'Section 7', 'edge': 'specified_in', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'notch toughness requirements', 'obj': 'applications below water', 'edge': 'desirable_for', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'notch toughness requirements', 'obj': 'applications above water in areas of temperate climate', 'edge': 'desirable_for', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'areas of temperate climate', 'obj': '-10 °C minimum service temperature', 'edge': 'has_minimum_service_temperature', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'requirements in Section 7', 'obj': 'typical losses in toughness due to straining and aging', 'edge': 'has_condition', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'typical losses in toughness', 'obj': 'straining and aging', 'edge': 'has_condition_AND', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}]"
116,Notch Toughness Requirements -> Notch Toughness Supplements,"Cold-formed materials have less toughness due to straining than that of the original flat plates,especially in those areas aged by the attachment welding of stubs and braces.",12,"[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]","[{'subj': 'SR6', 'obj': 'Supplementary requirement 6', 'edge': 'stands_for', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'Supplementary requirement 6 (SR6) in Annex C', 'obj': 'strain-aging problem', 'edge': 'covers', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'Supplementary requirement 6 (SR6)', 'obj': 'Annex C', 'edge': 'located_at', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'SR1', 'obj': 'Supplementary requirement 1', 'edge': 'stands_for', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'case1', 'obj': 'strain ≥ 5 %', 'edge': 'has_condition', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'case1', 'obj': 'invoking SR 1 and/or SR 6', 'edge': 'has_consequence', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'case2', 'obj': '(nitrogen x % strain) ≥ 0.040', 'edge': 'has_condition', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'case2', 'obj': 'invoking SR 1 and/or SR 6', 'edge': 'has_consequence', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'cold-formed materials', 'obj': 'original flat plates', 'edge': 'has_less_toughness_than', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'less toughness of cold-formed materials', 'obj': 'straining', 'edge': 'made_by', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'areas aged by the attachment welding of stubs and braces', 'obj': 'cold-formed materials', 'edge': 'has_less_toughness_than', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'notch toughness requirements', 'obj': 'Section 7', 'edge': 'specified_in', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'notch toughness requirements', 'obj': 'applications below water', 'edge': 'desirable_for', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'notch toughness requirements', 'obj': 'applications above water in areas of temperate climate', 'edge': 'desirable_for', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'areas of temperate climate', 'obj': '-10 °C minimum service temperature', 'edge': 'has_minimum_service_temperature', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'requirements in Section 7', 'obj': 'typical losses in toughness due to straining and aging', 'edge': 'has_condition', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}, {'subj': 'typical losses in toughness', 'obj': 'straining and aging', 'edge': 'has_condition_AND', 'title': 'Notch Toughness Requirements -> Notch Toughness Supplements', 'pages': {12}, 'coordinates_list': ['[77.66666666666667, 567.3333333333333, 515.6666666666666, 642.0]']}]"
